華語詞目id,華語詞目,腔,漢字,羅馬字
814,雞生蛋前呼叫,三峽偏泉腔,呼蛋,khoo-tuann
814,雞生蛋前呼叫,臺北偏泉腔,呼蛋,khoo-tuann
814,雞生蛋前呼叫,宜蘭偏漳腔,呼蛋,khoo-tuann
814,雞生蛋前呼叫,臺南混合腔,呼蛋,khoo-tuann
814,雞生蛋前呼叫,高雄混合腔,呼蛋,khoo-tuann
814,雞生蛋前呼叫,金門偏泉腔,呼蛋,kher-lua
814,雞生蛋前呼叫,馬公偏泉腔,呼蛋,khoo-lua
814,雞生蛋前呼叫,新竹偏泉腔,呼蛋,khoo-nua
814,雞生蛋前呼叫,臺中偏漳腔,呼蛋,khoo-tuann
816,掃地,鹿港偏泉腔,掃塗跤,sàu-thôo-kha
816,掃地,三峽偏泉腔,掃地,sàu-tèr
816,掃地,三峽偏泉腔,掃塗跤,sàu-thôo-kha
816,掃地,三峽偏泉腔,掃跤兜,sàu-kha-tau
816,掃地,臺北偏泉腔,掃地,sàu-tè
816,掃地,臺北偏泉腔,掃塗跤,sàu-thôo-kha
816,掃地,宜蘭偏漳腔,掃塗跤,sàu-thôo-kha
816,掃地,臺南混合腔,掃地,sàu-tè
816,掃地,臺南混合腔,掃塗跤,sàu-thôo-kha
816,掃地,高雄混合腔,掃地,sàu-tè
816,掃地,高雄混合腔,掃塗跤,sàu-thôo-kha
816,掃地,金門偏泉腔,掃塗跤,sàu-thôo-kha
816,掃地,馬公偏泉腔,掃塗跤,sàu-thôo-kha
816,掃地,新竹偏泉腔,掃厝,sàu-tshù
816,掃地,新竹偏泉腔,掃塗跤,sàu-thôo-kha
816,掃地,臺中偏漳腔,掃塗跤,sàu-thôo-kha
817,手指聚攏,鹿港偏泉腔,五筋膎,gǒo-kun-kuê
817,手指聚攏,三峽偏泉腔,五筋膎,gōo-kirn-kerê
817,手指聚攏,臺北偏泉腔,五筋膎,gōo-kun-kuê
817,手指聚攏,宜蘭偏漳腔,五筋膎,gōo-kin-kê
817,手指聚攏,臺南混合腔,五筋膎,gōo-kin-kê
817,手指聚攏,高雄混合腔,五筋膎,gōo-kin-kê
817,手指聚攏,新竹偏泉腔,五筋膎,gōo-kun-kuê
817,手指聚攏,臺中偏漳腔,五筋膎,gōo-kin-kê
818,口水,鹿港偏泉腔,瀾,nuǎ
818,口水,三峽偏泉腔,喙瀾,tshuì-nuā
818,口水,臺北偏泉腔,瀾,nuā
818,口水,宜蘭偏漳腔,瀾,nuā
818,口水,宜蘭偏漳腔,喙瀾,tshuì-nuā
818,口水,臺南混合腔,瀾,nuā
818,口水,臺南混合腔,喙瀾,tshuì-nuā
818,口水,高雄混合腔,瀾,nuā
818,口水,高雄混合腔,喙瀾,tshuì-nuā
818,口水,金門偏泉腔,瀾,nuā
818,口水,馬公偏泉腔,瀾,nuā
818,口水,新竹偏泉腔,瀾,nuā
818,口水,臺中偏漳腔,瀾,nuā
819,細梳子,鹿港偏泉腔,蝨篦,sat-pìn
819,細梳子,三峽偏泉腔,蝨篦,sat-pìn
819,細梳子,臺北偏泉腔,蝨篦,sat-pìn
819,細梳子,宜蘭偏漳腔,蝨篦,sat-pìn
819,細梳子,宜蘭偏漳腔,較細的捋仔,khah-sè-ê-lua̍h-á
819,細梳子,臺南混合腔,蝨篦,sat-pìn
819,細梳子,高雄混合腔,蝨篦,sat-pìn
819,細梳子,金門偏泉腔,蝨篦,sat-pìn
819,細梳子,馬公偏泉腔,蝨篦,sat-pìn
819,細梳子,新竹偏泉腔,蝨篦,sat-pìn
819,細梳子,臺中偏漳腔,蝨篦,sat-pìn
820,皮膚過敏,鹿港偏泉腔,起凊瘼,khí-tshìn-mo̍nnh
820,皮膚過敏,三峽偏泉腔,起凊瘼,khí-tshìn-mōo
820,皮膚過敏,臺北偏泉腔,起凊瘼,khí-tshìn-mòo
820,皮膚過敏,宜蘭偏漳腔,起凊瘼,khí-tshìn-mòo
820,皮膚過敏,臺南混合腔,起凊瘼,khí-tshìn-mō
820,皮膚過敏,高雄混合腔,起凊凹,khí-tshìn-nah
820,皮膚過敏,金門偏泉腔,起凊瘼,khí-tshìn-mo̍oh
820,皮膚過敏,馬公偏泉腔,著凊瘼,tio̍h-tshìn-mo̍oh
820,皮膚過敏,新竹偏泉腔,起凊瘼,khí-tshìn-mo̍oh
820,皮膚過敏,臺中偏漳腔,起凊瘼,khí-tshì-nà
821,醃,鹿港偏泉腔,豉,sǐnn
821,醃,三峽偏泉腔,豉菜頭,sǐnn-tshài-thâu
821,醃,臺北偏泉腔,豉菜頭,sīnn-tshài-thâu
821,醃,宜蘭偏漳腔,豉菜頭,sīnn-tshài-thâu
821,醃,臺南混合腔,豉菜頭,sīnn-tshài-thâu
821,醃,高雄混合腔,豉菜頭,sīnn-tshài-thâu
821,醃,金門偏泉腔,豉,sīnn
821,醃,馬公偏泉腔,豉,sīnn
821,醃,新竹偏泉腔,豉,sīnn
821,醃,臺中偏漳腔,豉,sīnn
822,含水噴,鹿港偏泉腔,哱,phū
822,含水噴,三峽偏泉腔,霧水,bū-tsuí
822,含水噴,臺北偏泉腔,哱水,phū-tsuí
822,含水噴,宜蘭偏漳腔,哱,phū
822,含水噴,臺南混合腔,哱,phū
822,含水噴,高雄混合腔,哱水,phū-tsuí
822,含水噴,金門偏泉腔,哱水,phū-tsuí
822,含水噴,馬公偏泉腔,哱水,phū-tsuí
822,含水噴,新竹偏泉腔,哱水,phū-tsuí
822,含水噴,臺中偏漳腔,噴水,phùn-tsuí
823,什麼,鹿港偏泉腔,啥物,siánn-mí
823,什麼,鹿港偏泉腔,啥貨,sánn-hèr
823,什麼,三峽偏泉腔,啥,siannh
823,什麼,臺北偏泉腔,啥貨,sánn-hè
823,什麼,宜蘭偏漳腔,啥貨,sánn-huè
823,什麼,臺南混合腔,啥物,siánn-mí
823,什麼,臺南混合腔,啥貨,sánn-huè
823,什麼,高雄混合腔,啥,siánn
823,什麼,金門偏泉腔,啥貨,sánn-hèr
823,什麼,金門偏泉腔,物代,mih-tāi
823,什麼,馬公偏泉腔,啥貨,siánn-hè
823,什麼,馬公偏泉腔,物代,mih-tāi
823,什麼,馬公偏泉腔,物代,bìn-tāi
823,什麼,新竹偏泉腔,啥,siannh
823,什麼,臺中偏漳腔,啥,sannh
824,貓叫聲,新竹偏泉腔,喵,niau
824,貓叫聲,鹿港偏泉腔,喓,iaunn
824,貓叫聲,三峽偏泉腔,喵,miau
824,貓叫聲,臺北偏泉腔,喓,iaunn
824,貓叫聲,宜蘭偏漳腔,喵,ngiau
824,貓叫聲,臺南混合腔,喵,miau
824,貓叫聲,高雄混合腔,嚶哦,ìnn-ōnn
824,貓叫聲,金門偏泉腔,喵,miau
824,貓叫聲,馬公偏泉腔,喓,iaunn
824,貓叫聲,臺中偏漳腔,喵,miau
825,打水漂,鹿港偏泉腔,搧水沬,siàn-tsuí-bī
825,打水漂,三峽偏泉腔,披水披,phi-tsuí-phi
825,打水漂,宜蘭偏漳腔,披水疕仔,phi-tsuí-phí-á
825,打水漂,金門偏泉腔,拷水星,khó-tsuí-tshinn
825,打水漂,馬公偏泉腔,漂磚仔杮,pio-tsng-á-phè
825,打水漂,新竹偏泉腔,批瓦杮,phue-hiā-phèr
825,打水漂,新竹偏泉腔,批瓦批,phue-hiā-phue
825,打水漂,臺中偏漳腔,拍水擗仔,phah-tsuí-phia̍k-á
825,打水漂,臺中偏漳腔,報水披,pò-tsuí-phi
826,斗笠,三峽偏泉腔,笠仔,lerē-á
826,斗笠,鹿港偏泉腔,大笠,tuā-lue̍h
826,斗笠,鹿港偏泉腔,笠仔,lue̍h-á
826,斗笠,鹿港偏泉腔,箬笠仔,ha̍h-lue̍h-á
826,斗笠,臺北偏泉腔,笠仔,lue̍h-á
826,斗笠,宜蘭偏漳腔,雨笠,hōo-lē
826,斗笠,宜蘭偏漳腔,笠仔,lē-á
826,斗笠,臺南混合腔,草笠仔,tsháu-le̍h-á
826,斗笠,臺南混合腔,瓜笠仔,kue-le̍h-á
826,斗笠,高雄混合腔,瓜笠仔,kue-le̍h-á
826,斗笠,金門偏泉腔,笠仔,lue̍h--á
826,斗笠,馬公偏泉腔,笠仔,lue̍h--á
826,斗笠,新竹偏泉腔,草笠仔,tsháu-lue̍h-á
826,斗笠,臺中偏漳腔,瓜笠仔,kue-le̍h-á
827,屎桶,鹿港偏泉腔,子孫桶,tsír-sun-tháng
827,屎桶,鹿港偏泉腔,屎桶,sái-tháng
827,屎桶,三峽偏泉腔,屎桶,sái-tháng
827,屎桶,臺北偏泉腔,子孫桶,tsú-sun-tháng
827,屎桶,臺北偏泉腔,屎桶,sái-tháng
827,屎桶,宜蘭偏漳腔,屎桶,sái-tháng
827,屎桶,臺南混合腔,子孫桶,tsú-sun-tháng
827,屎桶,臺南混合腔,屎桶,sái-tháng
827,屎桶,高雄混合腔,粗桶,thoo-tháng
827,屎桶,金門偏泉腔,粗桶,tshoo-tháng
827,屎桶,馬公偏泉腔,粗桶,tshio-tháng
827,屎桶,新竹偏泉腔,屎桶,sái-tháng
827,屎桶,臺中偏漳腔,屎桶,sái-tháng
828,仙草,鹿港偏泉腔,青草,tshinn-tsháu
828,仙草,三峽偏泉腔,仙草,sian-tsháu
828,仙草,臺北偏泉腔,仙草,sian-tsháu
828,仙草,宜蘭偏漳腔,仙草,sian-tsháu
828,仙草,臺南混合腔,仙草,tshan-tsháu
828,仙草,高雄混合腔,仙草,sian-tsháu
828,仙草,金門偏泉腔,仙草,sian-tsháu
828,仙草,馬公偏泉腔,仙草,sian-tsháu
828,仙草,新竹偏泉腔,仙草,sian-tsháu
828,仙草,臺中偏漳腔,仙草,sian-tsháu
829,頭皮屑,鹿港偏泉腔,頭麩,thâu-phoo
829,頭皮屑,三峽偏泉腔,頭麩,thâu-pho
829,頭皮屑,臺北偏泉腔,頭麩,thâu-pho
829,頭皮屑,宜蘭偏漳腔,頭麩,thâu-phoo
829,頭皮屑,臺南混合腔,頭麩,thâu-phoo
829,頭皮屑,高雄混合腔,頭麩,thâu-phoo
829,頭皮屑,金門偏泉腔,頭麩,thâu-phoo
829,頭皮屑,馬公偏泉腔,頭皮,thâu-phê
829,頭皮屑,新竹偏泉腔,頭麩,thâu-phoo
829,頭皮屑,臺中偏漳腔,頭杮仔,thâu-phuè-á
830,肚子,鹿港偏泉腔,腹肚,pak-tóo
830,肚子,三峽偏泉腔,腹肚,pak-tóo
830,肚子,臺北偏泉腔,腹肚,pat-tóo
830,肚子,宜蘭偏漳腔,腹肚,pat-tóo
830,肚子,臺南混合腔,腹肚,pak-tóo
830,肚子,高雄混合腔,腹肚,pak-tóo
830,肚子,金門偏泉腔,腹肚,pak-tóo
830,肚子,馬公偏泉腔,腹肚,pak-tóo
830,肚子,新竹偏泉腔,腹肚,pak-tóo
830,肚子,臺中偏漳腔,腹肚,bat-tóo
831,腋下,鹿港偏泉腔,胳下空,kueh-ě-khang
831,腋下,三峽偏泉腔,胳胴跤,kueh-tang-kha
831,腋下,臺北偏泉腔,胳下空,koh-ē-khang
831,腋下,宜蘭偏漳腔,胳胴跤,kueh-lang-kha
831,腋下,臺南混合腔,胳下空,kueh-ē-khang
831,腋下,臺南混合腔,胳耳空,kueh-hīnn-khang
831,腋下,高雄混合腔,胳耳空,kueh-hīnn-khang
831,腋下,金門偏泉腔,胳下空,kuih-ē-khang
831,腋下,馬公偏泉腔,胳下空,koh-ē-khang
831,腋下,新竹偏泉腔,胳下胴,kueh-ē-lang
831,腋下,臺中偏漳腔,胳胴跤,kueh-lang-kha
832,身體,鹿港偏泉腔,身軀,sing-khu
832,身體,三峽偏泉腔,身軀,sin-khu
832,身體,臺北偏泉腔,身軀,siang-khu
832,身體,臺北偏泉腔,身軀,sing-khu
832,身體,宜蘭偏漳腔,身軀,hun-su
832,身體,臺南混合腔,身軀,sing-khu
832,身體,高雄混合腔,身軀,sing-khu
832,身體,金門偏泉腔,身軀,sing-khu
832,身體,馬公偏泉腔,身軀,sing-khu
832,身體,新竹偏泉腔,身軀,sing-khu
832,身體,臺中偏漳腔,身軀,sing-khu
833,沒關係,鹿港偏泉腔,無要緊,bô-iàu-kín
833,沒關係,三峽偏泉腔,無要緊,bô-iàu-kín
833,沒關係,臺北偏泉腔,無要緊,bô-iàu-kín
833,沒關係,宜蘭偏漳腔,無要緊,bô-á-kín
833,沒關係,宜蘭偏漳腔,無關係,bô-kuan-hē
833,沒關係,臺南混合腔,無要緊,bôr-á-kín
833,沒關係,臺南混合腔,無關係,bôr-kuan-hē
833,沒關係,高雄混合腔,無要緊,bôr-á-kín
833,沒關係,高雄混合腔,無關係,bôr-kuan-hē
833,沒關係,金門偏泉腔,袂要緊,bē-iàu-kín
833,沒關係,馬公偏泉腔,袂要緊,buē-á-kín
833,沒關係,新竹偏泉腔,袂要緊,buē-iàu-kín
833,沒關係,臺中偏漳腔,無要緊,bô-á-kín
834,有錢人,三峽偏泉腔,好額人,hó-giā-lâng
834,有錢人,三峽偏泉腔,有錢人,ū-tsînn-lâng
834,有錢人,臺北偏泉腔,好額人,hó-gia̍h-lâng
834,有錢人,宜蘭偏漳腔,好額人,hó-giā-lâng
834,有錢人,宜蘭偏漳腔,有錢人,ū-tsînn-lâng
834,有錢人,臺南混合腔,好額人,hór-giā-lâng
834,有錢人,臺南混合腔,有錢人,ū-tsînn-lâng
834,有錢人,高雄混合腔,好額人,hór-gia̍h-lâng
834,有錢人,高雄混合腔,有錢人,ū-tsînn-lâng
834,有錢人,金門偏泉腔,有錢人,ū-tsînn-lâng
834,有錢人,馬公偏泉腔,有錢人,ū-tsînn-lâng
834,有錢人,馬公偏泉腔,好額人,hó-gia̍h-lâng
834,有錢人,馬公偏泉腔,有空,ū-khang
834,有錢人,新竹偏泉腔,有錢人,ū-tsînn-lâng
834,有錢人,新竹偏泉腔,好額人,hó-gia̍h-lâng
834,有錢人,臺中偏漳腔,有錢人,ū-tsînn-lâng
834,有錢人,臺中偏漳腔,好額人,hó-gia̍h-lâng
835,陰陽人,鹿港偏泉腔,半陰陽,puànn-iam-iûnn
835,陰陽人,三峽偏泉腔,半陰陽,puànn-iam-iûnn
835,陰陽人,臺北偏泉腔,半陰陽仔,puànn-iam-iûnn-á
835,陰陽人,宜蘭偏漳腔,半陰陽仔,puànn-iam-muî-á
835,陰陽人,臺南混合腔,半陰陽仔,puànn-iam-iônn-á
835,陰陽人,高雄混合腔,半陰陽仔,puànn-lam-niû-á
835,陰陽人,金門偏泉腔,半陰陽,puànn-iam-iûnn
835,陰陽人,馬公偏泉腔,半陰陽,puànn-iam-iûnn
835,陰陽人,新竹偏泉腔,半陰陽,puànn-iam-iûnn
835,陰陽人,臺中偏漳腔,半陰陽,puànn-iam-iûnn
836,跛腳,鹿港偏泉腔,瘸跤,khêr-kha
836,跛腳,三峽偏泉腔,跛跤,pái-kha
836,跛腳,臺北偏泉腔,跛跤,pái-kha
836,跛腳,宜蘭偏漳腔,瘸跤,khuê-kha
836,跛腳,臺南混合腔,跛跤,pái-kha
836,跛腳,高雄混合腔,瘸跤,khuê-kha
836,跛腳,金門偏泉腔,跛跤,pái-kha
836,跛腳,馬公偏泉腔,跛跤,pái-kha
836,跛腳,新竹偏泉腔,跛跤,pái-kha
836,跛腳,臺中偏漳腔,跛跤,pái-kha
837,瘸手,鹿港偏泉腔,瘸手,kher-tshiú
837,瘸手,三峽偏泉腔,瘸手,kher-tshiú
837,瘸手,臺北偏泉腔,瘸手,khê-tshiú
837,瘸手,宜蘭偏漳腔,瘸手,khuê-tshiú
837,瘸手,臺南混合腔,瘸手,khue-tshiú
837,瘸手,高雄混合腔,瘸手,khuê-tshiú
837,瘸手,金門偏泉腔,瘸手,kher-tshiú
837,瘸手,馬公偏泉腔,瘸手,khê-tshiú
837,瘸手,新竹偏泉腔,瘸手,khê-tshiú
837,瘸手,臺中偏漳腔,瘸手,khuê-tshiú
838,聖筊,鹿港偏泉腔,一桮,tsi̍t-pue
838,聖筊,三峽偏泉腔,聖桮,siànn-pue
838,聖筊,臺北偏泉腔,象桮,siūnn-pue
838,聖筊,宜蘭偏漳腔,象桮,sīn-pue
838,聖筊,臺南混合腔,象桮,siōnn-pue
838,聖筊,高雄混合腔,象桮,siūnn-pue
838,聖筊,金門偏泉腔,象桮,siūnn-pue
838,聖筊,馬公偏泉腔,象桮,siūnn-pue
838,聖筊,新竹偏泉腔,象桮,sīn-pue
838,聖筊,臺中偏漳腔,象桮,sīn-pue
839,扮家家酒,鹿港偏泉腔,扮咕咧仔,pǎn-koo-lê-á
839,扮家家酒,三峽偏泉腔,扮公伙仔,pān-kong-hér-á
839,扮家家酒,臺北偏泉腔,扮公伙仔,pān-kong-hé-á
839,扮家家酒,宜蘭偏漳腔,扮公伙仔,pān-kong-hué-á
839,扮家家酒,臺南混合腔,扮公伙仔,pān-kong-hué-á
839,扮家家酒,高雄混合腔,掩咯雞,am-ko̍k-ke
839,扮家家酒,高雄混合腔,扮公伙仔,pān-kong-hué-á
839,扮家家酒,金門偏泉腔,扮公伙仔,pān-kong-hér--á
839,扮家家酒,馬公偏泉腔,扮公貨仔,pān-kong-hè--á
839,扮家家酒,新竹偏泉腔,扮姑伙仔,pān-koo-hér-á
839,扮家家酒,臺中偏漳腔,扮公伙仔,pān-kong-hué-á
840,老鷹抓小雞,鹿港偏泉腔,覓,bǎ
840,老鷹抓小雞,三峽偏泉腔,覓雞仔,bā-kere-á
840,老鷹抓小雞,臺北偏泉腔,挾,gia̍p
840,老鷹抓小雞,臺北偏泉腔,覓,bā
840,老鷹抓小雞,宜蘭偏漳腔,鋏,giap
840,老鷹抓小雞,臺南混合腔,挾,nge̍h
840,老鷹抓小雞,高雄混合腔,挾,nge̍h
840,老鷹抓小雞,金門偏泉腔,覓,buâ
840,老鷹抓小雞,馬公偏泉腔,挾,nge̍h
840,老鷹抓小雞,新竹偏泉腔,㨑,tsang
840,老鷹抓小雞,臺中偏漳腔,欱,hop
841,他,鹿港偏泉腔,伊,i
841,他,三峽偏泉腔,伊,i
841,他,臺北偏泉腔,伊,i
841,他,宜蘭偏漳腔,伊,i
841,他,臺南混合腔,伊,i
841,他,高雄混合腔,伊,i
841,他,金門偏泉腔,伊,ī
841,他,馬公偏泉腔,伊,i
841,他,新竹偏泉腔,伊,i
841,他,臺中偏漳腔,伊,ī
843,差勁,鹿港偏泉腔,頇顢,hân-bǎn
843,差勁,三峽偏泉腔,頇顢,hân-bān
843,差勁,臺北偏泉腔,頇顢,hân-bān
843,差勁,宜蘭偏漳腔,頇顢,hân-bān
843,差勁,臺南混合腔,頇顢,hân-bān
843,差勁,高雄混合腔,頇顢,hân-bān
843,差勁,金門偏泉腔,頇顢,hân-bān
843,差勁,馬公偏泉腔,頇顢,hân-bān
843,差勁,新竹偏泉腔,頇顢,hân-bān
843,差勁,臺中偏漳腔,頇顢,hân-bān
844,用橡皮筋彈,鹿港偏泉腔,擉,ta̍k
844,用橡皮筋彈,三峽偏泉腔,擗,phia̍k
844,用橡皮筋彈,臺北偏泉腔,擗,phia̍k
844,用橡皮筋彈,宜蘭偏漳腔,擗,pia̍k
844,用橡皮筋彈,臺南混合腔,擗,phia̍k
844,用橡皮筋彈,高雄混合腔,擗,phia̍k
844,用橡皮筋彈,金門偏泉腔,擉,tiak
844,用橡皮筋彈,馬公偏泉腔,彈,tuānn
844,用橡皮筋彈,新竹偏泉腔,擗,phia̍k
844,用橡皮筋彈,臺中偏漳腔,擗,phia̍k
845,閃電,鹿港偏泉腔,爍爁,sinnh-nà
845,閃電,三峽偏泉腔,爍爁,sih-nà
845,閃電,臺北偏泉腔,搉爍爁,khà-sih-nà
845,閃電,宜蘭偏漳腔,閃電,siám-tiān
845,閃電,宜蘭偏漳腔,爍爁,sinnh-nà
845,閃電,臺南混合腔,閃電,siám-tiān
845,閃電,臺南混合腔,爍爁,sinnh-nà
845,閃電,高雄混合腔,閃電,siám-tiān
845,閃電,高雄混合腔,爍爁,sinnh-nà
845,閃電,金門偏泉腔,爍爁,sinnh-nà
845,閃電,馬公偏泉腔,爍爁,sinnh-nà
845,閃電,新竹偏泉腔,爍爁,sinnh-nà
845,閃電,臺中偏漳腔,爍爁,sinnh-nah
846,旁邊,鹿港偏泉腔,邊仔,pinn--á
846,旁邊,三峽偏泉腔,旁邊,pông-pinn
846,旁邊,三峽偏泉腔,邊仔,pinn--á
846,旁邊,臺北偏泉腔,邊仔,pinn--á
846,旁邊,宜蘭偏漳腔,邊仔,pinn--á
846,旁邊,臺南混合腔,邊仔,pinn--á
846,旁邊,高雄混合腔,邊仔,pinn--á
846,旁邊,金門偏泉腔,身邊,sin-pinn
846,旁邊,馬公偏泉腔,身邊,sin-pinn
846,旁邊,馬公偏泉腔,邊仔,pinn--á
846,旁邊,新竹偏泉腔,身邊,sin-pinn
846,旁邊,新竹偏泉腔,邊仔,pinn--á
846,旁邊,臺中偏漳腔,邊仔,pinn--á
847,扇子,鹿港偏泉腔,扇,sìnn
847,扇子,鹿港偏泉腔,葵扇,khuê-sìnn
847,扇子,三峽偏泉腔,扇,sìnn
847,扇子,臺北偏泉腔,烘爐扇,hang-lôo-sìnn
847,扇子,臺北偏泉腔,紙扇,tsuá-sìnn
847,扇子,臺北偏泉腔,葵扇,khue-sìnn
847,扇子,宜蘭偏漳腔,日本仔葵扇,ji̍t-pún-á-khue-sìnn
847,扇子,宜蘭偏漳腔,竹仔扇,tik-á-sìnn
847,扇子,宜蘭偏漳腔,扇,sìnn
847,扇子,宜蘭偏漳腔,紙葵扇,tsuá-khue-sìnn
847,扇子,宜蘭偏漳腔,葵扇,khue-sìnn
847,扇子,臺南混合腔,扇,sìnn
847,扇子,臺南混合腔,葵扇,khue-sìnn
847,扇子,高雄混合腔,日本仔葵扇,ji̍t-pún-á-khue-sìnn
847,扇子,高雄混合腔,紙扇,tsuá-sìnn
847,扇子,高雄混合腔,葵扇,khue-sìnn
847,扇子,高雄混合腔,篾仔扇,bi̍h-á-sìnn
847,扇子,金門偏泉腔,葵扇,kher-sìnn
847,扇子,馬公偏泉腔,葵扇,khue-sìnn
847,扇子,新竹偏泉腔,扇,sìnn
847,扇子,新竹偏泉腔,葵扇,khue-sìnn
847,扇子,臺中偏漳腔,葵扇,khue-sìnn
848,堤岸,三峽偏泉腔,石駁,tsio̍h-poh
848,堤岸,臺北偏泉腔,駁岸,poh-huānn
848,堤岸,宜蘭偏漳腔,駁崁,poh-khàm
848,堤岸,金門偏泉腔,岸,huānn
848,堤岸,新竹偏泉腔,石駁,tsio̍h-phoh
848,堤岸,臺中偏漳腔,駁岸,phoh-huānn
849,爛泥巴,鹿港偏泉腔,爛溝仔糜,nuā-koo-á-bêr
849,爛泥巴,三峽偏泉腔,塗溝糜,thôo-kau-muê
849,爛泥巴,臺北偏泉腔,湳塗,làm-thôo
849,爛泥巴,臺北偏泉腔,塗溝糜仔,thôo-kau-bê-á
849,爛泥巴,臺北偏泉腔,塗糜,thôo-bê
849,爛泥巴,臺北偏泉腔,爛溝糜仔,nuā-kau-bê-á
849,爛泥巴,宜蘭偏漳腔,路溝仔糜,lōo-koo-á-muê
849,爛泥巴,宜蘭偏漳腔,爛塗,nuā-thôo
849,爛泥巴,臺南混合腔,漉糊糜仔,lo̍k-kôo-muê-á
849,爛泥巴,高雄混合腔,漉糊仔糜,lo̍k-kôo-á-muâi
849,爛泥巴,金門偏泉腔,塗糜漿,thôo-bêr-tsiunn
849,爛泥巴,馬公偏泉腔,爛溝仔糜,nuā-kau-á-bê
849,爛泥巴,新竹偏泉腔,爛塗,nuā-thôo
849,爛泥巴,新竹偏泉腔,漉溝糜仔,lo̍k-koo-bê-á
849,爛泥巴,臺中偏漳腔,爛塗,nuā-thôo
849,爛泥巴,臺中偏漳腔,漉溝仔糜,lo̍k-koo-á-muê
850,現在,鹿港偏泉腔,這陣,tsit-tsūn
850,現在,鹿港偏泉腔,這馬,tsit-má
850,現在,鹿港偏泉腔,這路尾,tsit-lǒo-bér
850,現在,三峽偏泉腔,這馬,tsit-má
850,現在,臺北偏泉腔,這馬,tsit-má
850,現在,宜蘭偏漳腔,今,tann
850,現在,宜蘭偏漳腔,這陣,tsit-tsūn
850,現在,宜蘭偏漳腔,這馬,tsit-má
850,現在,臺南混合腔,今,tann
850,現在,臺南混合腔,這時,tsiàng-sî
850,現在,臺南混合腔,這陣,tsit-tsūn
850,現在,臺南混合腔,這馬,tsit-má
850,現在,高雄混合腔,今,tann
850,現在,高雄混合腔,這時,tsiah-sî
850,現在,高雄混合腔,這陣,tsit-tsūn
850,現在,高雄混合腔,這陣,tsín
850,現在,高雄混合腔,這馬,tsit-má
850,現在,金門偏泉腔,這陣,tsún
850,現在,馬公偏泉腔,這陣,tsit tsūn
850,現在,馬公偏泉腔,今,tann
850,現在,新竹偏泉腔,這陣,tsit-tsūn
850,現在,新竹偏泉腔,這馬,tsit-má
850,現在,臺中偏漳腔,這馬,tsit-má
850,現在,臺中偏漳腔,這陣,tsit-tsūn
851,秋天,鹿港偏泉腔,秋天,tshiu-thinn
851,秋天,三峽偏泉腔,秋仔,tshiu-á
851,秋天,臺北偏泉腔,秋天,tshiu-thinn
851,秋天,宜蘭偏漳腔,秋天,tshiu-thinn
851,秋天,臺南混合腔,秋天,tshiu-thinn
851,秋天,高雄混合腔,秋天,tshiu-thinn
851,秋天,金門偏泉腔,秋天,tshiu-thinn
851,秋天,馬公偏泉腔,秋天,tshiu-thinn
851,秋天,新竹偏泉腔,秋天,tshiu-thinn
851,秋天,臺中偏漳腔,秋天,tshiu-thinn
852,洗衣板,鹿港偏泉腔,洗衫枋,sué-sann-pang
852,洗衣板,三峽偏泉腔,洗衫枋,seré-sann-pang
852,洗衣板,臺北偏泉腔,洗衫枋,sué-sann-pang
852,洗衣板,臺北偏泉腔,挩枋,thuah-pang
852,洗衣板,宜蘭偏漳腔,洗衫枋,sé-sann-pang
852,洗衣板,臺南混合腔,挩枋,thuah-pang
852,洗衣板,高雄混合腔,挩枋仔,thuah-pang-á
852,洗衣板,金門偏泉腔,洗衫枋,sué-sann-pang
852,洗衣板,馬公偏泉腔,洗衫枋,sué-sann-pang
852,洗衣板,新竹偏泉腔,洗衫枋,sué-sann-pang
852,洗衣板,新竹偏泉腔,挩枋,thuah-pang
852,洗衣板,臺中偏漳腔,洗衫枋,sé-sann-pang
853,牙刷,鹿港偏泉腔,齒抿,khí-bín
853,牙刷,三峽偏泉腔,齒抿,khí-bín
853,牙刷,臺北偏泉腔,齒抿仔,khí-bín-á
853,牙刷,宜蘭偏漳腔,齒抿仔,khí-bín-á
853,牙刷,臺南混合腔,齒抿仔,khí-bín-á
853,牙刷,高雄混合腔,齒抿,khí-bín
853,牙刷,金門偏泉腔,齒抿,khí-bín
853,牙刷,金門偏泉腔,齒抿,khí-bián
853,牙刷,馬公偏泉腔,齒抿,khí-bín
853,牙刷,新竹偏泉腔,齒抿仔,khí-bín-á
853,牙刷,臺中偏漳腔,齒抿仔,khí-bín-á
854,扒癢具、不求人,三峽偏泉腔,不求人,put-kiû-jîn
854,扒癢具、不求人,臺北偏泉腔,不求人,put-kiû-lîn
854,扒癢具、不求人,宜蘭偏漳腔,不求人,put-kiû-jîn
854,扒癢具、不求人,宜蘭偏漳腔,扒仔,pê-á
854,扒癢具、不求人,臺南混合腔,扒癢的,pê-tsiōnn--ê
854,扒癢具、不求人,高雄混合腔,不求人,put-kiû-jîn
854,扒癢具、不求人,高雄混合腔,尻脊扒仔,kha-tsiah-pê-á
854,扒癢具、不求人,金門偏泉腔,抓尻脊彼枝,niàu ka-tsiah hit ki
854,扒癢具、不求人,馬公偏泉腔,竹桮,tik-pue
854,扒癢具、不求人,新竹偏泉腔,扒仔,pê-á
