詞目id,義項id,例句順序,漢字,羅馬字,華語,音檔檔名
27039,22195,1,阿明仔蹛佇學校附近，定定都睏到欲上課矣才欲起來，結果人蹛較遠的攏到學校矣，伊煞不時攏較晏到，莫怪人咧講「近山剉無柴，近溪擔無水。」,"A-bîng--á tuà tī ha̍k-hāu hù-kīn, tiānn-tiānn to khùn kàu beh siōng-khò--ah tsiah beh khí--lâi, kiat-kó lâng tuà khah hn̄g--ê lóng kàu ha̍k-hāu--ah, i suah put-sî lóng khah uànn kàu, bo̍k-kuài lâng teh kóng “kīn suann tshò bô tshâ, kīn khe tann bô tsuí.”",小明住在學校附近，常常都睡到快上課了才起床，結果住比較遠的人都到學校了，他卻時常遲到，難怪人家說「靠近山卻砍不到柴，靠近溪邊卻挑不到水。」,27039-2-1
27040,21661,1,俗語講：「近水知魚性，近山識鳥音。」伊都自細漢綴𪜶爸母佇紡織廠做工課，這陣毋才會對織布這方面的工課遮爾熟手。,"Sio̍k-gí kóng, “Kīn suí ti gû sìng, kīn san sik niáu im.” I to tsū sè-hàn tuè in pē-bú tī pháng-tsit-tshiúnn tsò khang-khuè, tsit-tsūn m̄-tsiah ē tuì tsit-pòo tsit hong-bīn ê khang-khuè tsiah-nī si̍k-tshiú.",俗話說：「近水知魚性，近山識鳥音。」他從小就跟他的父母在紡織廠工作，現在他才會對織布這方面的工作如此熟練。,27040-1-1
27041,21662,1,阮遮山跤一間廟，不時有人對足遠的所在來咧拜，顛倒阮遮的人攏毋捌去共拜，這就是人講的「近廟欺神」。,"Guán tsia suann-kha tsi̍t king biō, put-sî ū lâng tuì tsiok hn̄g ê sóo-tsāi lâi teh pài, tian-tó guán tsia ê lâng lóng m̄ bat khì kā pài, tse tō sī lâng kóng--ê “kīn biō khi sîn”.",我們這裡山腳下有一間廟，經常有人從很遠的地方來拜拜，反而我們這裡的人沒去拜過，這就是人家說的「離廟近不在乎神」。,27041-1-1
27042,21663,1,大厝宅的囝孫仔有無仝款的面腔，有人是「涼傘雖破，骨格原在」，使人尊重；有人是賣田賣厝，予人講閒仔話。,"Tuā tshù-the̍h ê kiánn-sun-á ū bô kāng-khuán ê bīn-tshiunn, ū lâng sī “niû-suànn sui phuà, kut-keh guân-tsāi”, sú lâng tsun-tiōng; ū lâng sī bē tshân bē tshù, hōo lâng kóng îng-á-uē.",大戶人家的後代子孫有不一樣的面貌，有人是「家道中落，遺風不墜」，受人尊重；有人是敗光祖產，受人議論。,27042-1-1
27042,21663,2,外媽𪜶厝是有六龍的大厝起，三十年前因為大路欲楦闊，護龍予人削兩龍去，外埕開做大車路。總是「涼傘雖破，骨格原在」，入去厝內猶原看會著較早的氣派。,"Guā-má in tshù sī ū la̍k lîng ê tuā-tshù-khí, sann-tsa̍p nî tsîng in-uī tuā-lōo beh hùn-khuah, hōo-lîng hōo lâng siah nn̄g lîng--khì, guā-tiânn khui-tsò tuā tshia-lōo. Tsóng--sī “niû-suànn sui phuà, kut-keh guân-tsāi”, ji̍p-khì tshù-lāi iu-guân khuànn ē tio̍h khah-tsá ê khì-phài.",外婆家是有三對廂房的大宅第，三十年前因為道路要拓寬，廂房被拆掉兩排，外庭院闢成大馬路。不過「外觀被毀，氣派猶存」，進去屋裡仍可看到從前的氣派。,27042-1-2
27043,21664,1,分家伙的時陣抽著無水田，伊也認命接受，啥人知影後來都市計畫路開到遐，伊的田變更做建地，有影是像人講的：「青盲貓咬著死鳥鼠。」,"Pun ke-hué ê sî-tsūn thiu-tio̍h bô-tsuí-tshân, i iā jīn-miā tsiap-siū, siánn-lâng tsai-iánn āu--lâi too-tshī kè-uē lōo khui kàu hia, i ê tshân piàn-king tsò kiàn-tē, ū-iánn sī tshiūnn lâng kóng--ê, “Tshenn-mê niau kā-tio̍h sí niáu-tshí.”",分財產時抽到旱田，他也認命接受，誰知道後來都市計畫路開到那裡，他的田地變更成建地，真是像人家說的：「瞎貓碰到死老鼠。」,27043-1-1
27044,21665,1,百貨公司定會佇年尾拍折大俗賣，俗語講：「俗物食破家。」咱毋通貪著物件俗就拚性命買，若無，時到家伙會去了了。,"Pah-huè kong-si tiānn ē tī nî-bué phah-tsiat tuā-sio̍k-bē, sio̍k-gí kóng, “Sio̍k-mi̍h tsia̍h phuà ke.” Lán m̄-thang tham-tio̍h mi̍h-kiānn sio̍k tō piànn-sènn-miā bé, nā-bô, sî kàu ke-hué ē khì-liáu-liáu.",百貨公司常會在年底打折大拍賣，俗語說：「貪小便宜反敗家。」我們不要貪求東西便宜就拚命買，否則，到時財產會完蛋。,27044-1-1
27045,21666,1,人咧講：「俗物無好貨。」你猶是閣加比較幾間仔按呢較實在啦。,"Lâng teh kóng, “Sio̍k-mi̍h bô hó huè.” Lí iáu-sī koh ke pí-kàu--kuí-king-á án-ne khah si̍t-tsāi--lah.",人家說：「便宜沒好貨。」你還是貨比三家這樣比較實在啦。,27045-1-1
27046,21667,1,伊真有才情，煞予人怨妒，重要的工課攏無伊的份，俗語講：「勇勇馬縛佇將軍柱。」才會一直袂當出頭。,"I tsin ū tsâi-tsîng, suah hōo lâng uàn-tòo, tiōng-iàu ê khang-khuè lóng bô i ê hūn, sio̍k-gí kóng, “Ióng-ióng bé pa̍k tī tsiong-kun-thiāu.” Tsiah ē it-ti̍t bē-tàng tshut-thâu.",他很有才幹，卻受人嫉妒，重要的工作都沒他的份，俗語說：「健壯的馬綁在將軍柱上。」才會一直無法出人頭地。,27046-1-1
27047,21668,1,你莫看伊規工恬恬，對人攏誠客氣，「會咬人的狗袂吠」，我捌予伊揲甲走無路通去。,"Lí mài khuànn i kui-kang tiām-tiām, tuì lâng lóng tsiânn kheh-khì, “ē kā--lâng ê káu bē puī”, guá bat hōo i tia̍p kah tsáu bô-lōo thang khì.",你別看他安安靜靜，待人很客氣，｢會咬人的狗不叫」，我曾被他整得無路可跑。,27047-1-1
27047,21668,2,免驚伊放刁欲對你不利，伊是咧烏白吠爾爾，你無聽人咧講：「會咬人的狗袂吠。」,"Bián kiann i pàng-tiau beh tuì lí put-lī, i sī teh oo-pe̍h puī niā-niā, lí bô thiann lâng teh kóng, “Ē kā--lâng ê káu bē puī.”",別擔心他威脅對你不利，他只是在胡言亂語而已，你沒聽人說過：「會咬人的狗不叫。」,27047-1-2
27048,21669,1,雖然伊猶閣欠你真濟錢，毋過人都已經死矣，「怨生無怨死」，你就準拄好去矣啦！,"Sui-jiân i iáu-koh khiàm lí tsin tsē tsînn, m̄-koh lâng to í-king sí--ah, “uàn senn bô uàn sí”, lí tō tsún-tú-hó--khì--ah--lah!",雖然他還欠你大筆錢，但人都已經去世了，你倆之間的恩怨就「一死百了，一筆勾銷」，你就放下吧！,27048-1-1
27049,21670,1,伊看著真閉思，朋友想講伊會交無女朋友，啥人知伊「恬恬食三碗公半」，逐家猶閣是十一哥，伊就已經欲放帖仔矣。,"I khuànn tio̍h tsin pì-sù, pîng-iú siūnn-kóng i ē kau-bô lú-pîng-iú, siánn-lâng tsai i “tiām-tiām tsia̍h sann uánn-kong puànn”, ta̍k-ke iáu-koh sī tsa̍p-it-ko, i tō í-king beh pàng-thiap-á--ah.",他看起來很靦腆，朋友以為他會交不到女朋友，誰知道他「靜靜的吃掉三碗公半」，大家都還是單身漢，他已經要發喜帖了。,27049-1-1
27050,21671,1,人講：「春天後母面，欲變一時間。」今年的春天就像按呢，連鞭寒、連鞭熱。,"Lâng kóng, “Tshun-thinn āu-bú-bīn, beh piàn tsi̍t-sî-kan.” Kin-nî ê tshun-thinn tō tshiūnn án-ne, liâm-mi kuânn, liâm-mi jua̍h.",人家說：「春天繼母臉，要變一剎那。」今年的春天就是這樣，一會兒冷，一會兒熱。,27050-1-1
27050,21671,2,今仔日，下早仔寒，欲晝的時熱，下晡落雨毛仔，予阮感受著「春天後母面，欲變一時間」的天氣。,"Kin-á-ji̍t, e-tsái-á kuânn, beh tàu ê sî jua̍h, ē-poo lo̍h hōo-mn̂g-á, hōo guán kám-siū-tio̍h “tshun-thinn āu-bú-bīn, beh piàn tsi̍t-sî-kan” ê thinn-khì.",今天，早上冷，快中午時熱，下午下著小雨，讓我們感受到「春天繼母臉，要變一剎那」的天氣。,27050-1-2
27051,21672,1,俗語講：「春雺曝死鬼，夏雺做大水。」這是老祖先的經驗談。現代社會有氣象局，比遮的話閣較科學，會當提來檢驗這寡話的正確性。,"Sio̍k-gí kóng, “Tshun bông pha̍k-sí kuí, hā bông tsò-tuā-tsuí.” Tse sī lāu tsóo-sian ê king-giām tâm. Hiān-tāi siā-huē ū khì-siōng-kio̍k, pí tsia-ê uē koh-khah kho-ha̍k, ē-tàng the̍h-lâi kiám-giām tsit kuá uē ê tsìng-khak-sìng.",人家說：「春天起霧，預兆旱災，夏天起霧，預兆水災。」這是老祖先的經驗談。現代社會有氣象局，比這些話更科學，可以拿來檢驗這些話的正確性。,27051-1-1
27052,21673,1,俗語講：「是毋是，罵家己。」囡仔若和人冤家，愛𤆬轉來家己教示，才袂予人講咱攔家己的囡仔這爿。,"Sio̍k-gí kóng, “Sī m̄ sī, mē ka-kī.” Gín-á nā hām lâng uan-ke, ài tshuā tńg-lâi ka-kī kà-sī, tsiah bē hōo lâng kóng lán ânn ka-kī ê gín-á tsit pîng.",俗話說：「對不對，罵自己。」小孩如果和別人吵架，要帶回來自己教導，才不會被人家說我們護短。,27052-1-1
27053,21674,1,𪜶牽的大伊八歲，對伊有夠體貼，兄弟仔伴就共詼講：「某大姊，坐金交椅。」幸福無比止。,"In khan--ê tuā i peh huè, tuì i ū-kàu thé-thiap, hiann-tī-á-phuānn tō kā khue kóng, “Bóo-tuā-tsí, tsē kim kau-í.” Hīng-hok bô-pí-tsí.",他妻子大他八歲，對他真夠體貼，哥兒們就調侃他說：「娶妻如長姊，宛如大老爺。」幸福無比。,27053-1-1
27054,21675,1,現此時做人爸母的，愛有「查埔也著疼，查某也著晟」的觀念，仙都毋通大細心，較免予囝兒序細怨嘆袂煞。,"Hiān-tshú-sî tsò lâng pē-bú--ê, ài ū “tsa-poo iā tio̍h thiànn, tsa-bóo iā tio̍h tshiânn” ê kuan-liām, sian to m̄-thang tuā-sè-sim, khah bián hōo kiánn-jî sī-sè uàn-thàn bē suah.",現代做人家父母的，要有「男孩女孩都是寶」的觀念，千萬不可以偏心，才不會讓兒女抱怨不已。,27054-1-1
27055,21676,1,現此時講究兩性平等，後生佮查某囝的權利攏仝款，彼款「查埔囝得田園，查某囝得嫁粧」的舊例，今攏退時矣。,"Hiān-tshú-sî káng-kiù lióng-sìng pîng-tíng, hāu-senn kah tsa-bóo-kiánn ê khuân-lī lóng kāng-khuán, hit khuán “tsa-poo-kiánn tit tshân-hn̂g, tsa-bóo-kiánn tit kè-tsng” ê kū-lē, tann lóng thè-sî--ah.",當今講求兩性平等，兒子和女兒的權利平等，那種「兒子分家產，女兒得嫁妝」的觀念已經落伍了。,27055-1-1
27056,21677,1,時機無好，頭路僫揣，這馬若有人欲倩就愛去做，毋通「歪喙雞食好米」，閣想欲佇遐揀東揀西。,"Sî-ki bô hó, thâu-lōo oh tshuē, tsit-má nā ū lâng beh tshiànn tō ài khì tsò, m̄-thang “uai-tshuì ke tsia̍h hó bí”, koh siūnn-beh tī hia kíng-tang-kíng-sai.",時機不好，工作難找，現在要是有人聘用就要去做，別「歪嘴雞吃好米」，還想要東挑西揀。,27056-1-1
27057,21678,1,老師欲共王梨酥分予阮這班的學生，就共「相分食有賰，相搶食無份」的道理講予逐家知，隨按總人額，落去分伻，較袂相搶食。,"Lāu-su beh kā ông-lâi-soo pun hōo guán tsit pan ê ha̍k-sing, tō kā “sio-pun tsia̍h ū tshun, sio-tshiúnn tsia̍h bô hūn” ê tō-lí kóng hōo ta̍k-ke tsai, suî àn tsóng lâng-gia̍h, lo̍h-khì pun-phenn, khah bē sio-tshiúnn tsia̍h.",老師要將鳳梨酥分給我們這班的學生，便向大家說明「禮讓則互蒙其利，爭奪則互受其害」的道理，隨即按總人數，下去平均分配，才不會有爭相搶食的情形。,27057-1-1
27058,21679,1,命理的代誌是烏面賊閣無人捌，看命仙共人算命攏真知影這號齣頭，會加講幾句仔好話予人客歡喜，按呢𪜶才有錢通趁，毋才講「相命無褒，食水都無」，看命仙就是倚靠這步咧賺食的。,"Miā-lí ê tāi-tsì sī oo-bīn-tsha̍t koh bô lâng bat, khuànn-miā-sian kā lâng sǹg-miā lóng tsin tsai-iánn tsit-lō tshut-thâu, ē ke kóng kuí-kù-á hó-uē hōo lâng-kheh huann-hí, án-ne in tsiah ū tsînn thang thàn, m̄-tsiah kóng “siòng-miā bô po, tsia̍h tsuí to bô”, khuànn-miā-sian tō sī uá-khò tsit pōo teh tsuán-tsia̍h--ê.",命理的事情是難以理解且沒人看得懂，算命的人都深諳這些把戲，會多說幾句好話讓客人高興，如此他們才會有錢賺，所以說「相命術士如果不說些讚美客人的話，連水都沒得喝」，命相師全靠這招在混飯吃的。,27058-1-1
27059,21680,1,俗語講：「相罵無揀喙，相拍無揀位。」咱若意見袂合的時，毋通連鞭發性地，才袂冤甲感情拍歹了了去。,"Sio̍k-gí kóng, “Sio-mē bô kíng tshuì, sio-phah bô kíng uī.” Lán nā ì-kiàn bē ha̍h ê sî, m̄-thang liâm-mi huat-sìng-tē, tsiah bē uan kah  kám-tsîng phah-pháinn-liáu-liáu--khì.",俗話說：「吵架沒好話，打架不知下手輕重。」我們如果有意見不合時，不要馬上發脾氣，才不會吵到傷感情。,27059-1-1
27060,21681,1,彼是𪜶兩人的恩怨，你是毋通去鬥鬧熱唅，俗語講：「看人食肉，毋通看人相拍。」你猶是莫插較無代！,"He sī in nn̄g lâng ê un-uàn, lí sī m̄-thang khì tàu-lāu-jia̍t--hannh, sio̍k-gí kóng, “Khuànn lâng tsia̍h bah, m̄-thang khuànn lâng sio-phah.” Lí iáu-sī mài tshap khah bô tāi!",那是他們倆的恩怨，你可千萬別去湊熱鬧啊，俗話說：「看人吃肉，別看人毆鬥。」你還是別插手才不會惹禍上身！,27060-1-1
27061,21682,1,時裝的款式千變萬化，毋過人講：「紅媠，烏大範。」拄著喜事鬧熱擺，上影目的猶原是烏色的西裝、紅色的洋裝。,"Sî-tsong ê khuán-sik tshian-piàn-bān-huà, m̄-koh lâng kóng, “Âng suí, oo tuā-pān.” Tú-tio̍h hí-sū lāu-jia̍t-pái, siōng iánn-ba̍k--ê iu-guân sī oo-sik ê se-tsong, âng-sik ê iûnn-tsong.",時裝的款式千變萬化，不過人們說「紅色美麗，黑色大方」，碰到喜事熱鬧的場合，最顯眼的仍然是黑色西裝、紅色洋裝。,27061-1-1
27062,21683,1,伊干焦讀幾本外語冊，就欲允頭路做口譯的工課，實在是「胡蠅舞屎桮」！,"I kan-na tha̍k kuí pún guā-gí tsheh, tō beh ín-thâu-lōo tsò kháu-i̍k ê khang-khuè, si̍t-tsāi sī “hôo-sîn bú sái-pue”!",他只不過讀了幾本外語書，就想要應徵口譯的工作，實在是太「不自量力」！,27062-1-1
27063,21684,1,伊佇孤兒院大漢，受著真濟人的捐助。大漢了後事業做了真成功，伊知影「食人一口，報人一斗」的道理，嘛捐足濟錢幫助需要贊助的孤兒。,"I tī koo-jî-īnn tuā-hàn, siū-tio̍h tsin tsē lâng ê kuan-tsōo. Tuā-hàn liáu-āu sū-gia̍p tsò liáu tsin sîng-kong, i tsai-iánn “tsia̍h lâng tsi̍t kháu, pò lâng tsi̍t táu” ê tō-lí, mā kuan tsiok tsē tsînn pang-tsōo su-iàu tsàn-tsōo ê koo-jî.",他在孤兒院長大，受到很多人的捐助。長大以後事業很成功，他懂得「知恩圖報」的道理，也捐很多錢幫助需要贊助的孤兒。,27063-1-1
27064,21685,1,人講：「食人一斤，也著還人四兩。」多謝你頂過遐爾熱心鬥相共，這淡薄仔意思請你收起來。,"Lâng kóng, “Tsia̍h lâng tsi̍t kin, iā tio̍h hîng lâng sì niú.” To-siā lí tíng-kuè hiah-nī jia̍t-sim tàu-sann-kāng, tse tām-po̍h-á ì-sù tshiánn lí siu--khí-lâi.",人家說：「受人之恩，要盡力回報。」謝謝你上次那麼熱心幫忙，這一點小小心意請笑納。,27064-1-1
27064,22201,1,俗語講：「食人一斤，也著還人四兩。」定定收人的物件，你後擺欲提啥物還人？,"Sio̍k-gí kóng, “Tsia̍h lâng tsi̍t kin, iā tio̍h hîng lâng sì niú.” Tiānn-tiānn siu lâng ê mi̍h-kiānn, lí āu-pái beh the̍h siánn-mih hîng--lâng?",俗話說：「天下沒有白吃的午餐。」你經常收受人家的饋贈，以後要拿什麼回報？,27064-2-1
27065,21686,1,各位親情朋友、先進序大，我「食人頭鍾酒，講人頭句話」有較僭權，今仔日是主人家七十歲大壽，咱逐家祝伊平安順序食百二。,"Kok-uī tshin-tsiânn pîng-iú, sian-tsìn sī-tuā, guá “tsia̍h lâng thâu tsing tsiú, kóng lâng thâu kù uē” ū khah tsiàm-khuân, kin-á-ji̍t sī tsú-jîn-ka tshit-tsa̍p huè tuā-siū, lán ta̍k-ke tsiok i pîng-an sūn-sī tsia̍h pah-jī.",各位親朋好友、前輩們，我「喝第一杯酒，講第一句話」較為越權，今天是主人七十歲生日，我們大家祝他平安順遂活到一百二十歲。,27065-1-1
27066,21687,1,臺灣的王梨酥，因為逐家「食好鬥相報」，這馬已經成做觀光客上愛買的等路矣。,"Tâi-uân ê ông-lâi-soo, in-uī ta̍k-ke “tsia̍h hó tàu sio-pò”, tsit-má í-king tsiânn-tsò kuan-kong-kheh siōng ài bé ê tán-lōo--ah.",臺灣的鳳梨酥，因為大家「口耳相傳」，現在已成為觀光客最喜歡買的伴手禮了。,27066-1-1
27067,21688,1,一粒便當趁人十箍銀，閣去予人嫌講傷貴，真正是「食米毋知米價」。,"Tsi̍t lia̍p piān-tong thàn lâng tsa̍p khoo gîn, koh khì hōo lâng hiâm kóng siunn kuì, tsin-tsiànn sī “tsia̍h bí m̄ tsai bí kè”.",一個便當賺十塊錢，還被人嫌太貴，實在是「只知享受，不知生活疾苦的人」。,27067-1-1
27067,21688,2,阮兜的三頓攏我咧發落，阮翁佮囡仔攏干焦知影通食，有時閣會嫌無好料的通拜牙槽神，真正是「食米毋知米價」。,"Guán tau ê sann tǹg lóng guá teh hua̍t-lo̍h, guán ang kah gín-á lóng kan-na tsai-iánn thang tsia̍h, ū-sî koh ē hiâm bô hó-liāu--ê thang pài gê-tsô-sîn, tsin tsiànn sī “tsia̍h bí m̄ tsai bí kè”.",我們家的三餐都是我在張羅，我先生跟孩子都只知道吃，有時候還會嫌沒有美食可以祭五臟廟，真的是「吃米飯不曉得米的價錢」。,27067-1-2
27068,21689,1,伊出身孤兒院，佳哉有一寡善心人士共伊照顧，大漢了後嘛知通「食果子拜樹頭；食米飯拜田頭」，定定轉去做義工。,"I tshut-sin koo-jî-īnn, ka-tsài ū tsi̍t-kuá siān-sim jîn-sū kā i tsiàu-kòo, tuā-hàn liáu-āu mā tsai thang “tsia̍h kué-tsí pài tshiū-thâu; tsia̍h bí-pn̄g pài tshân-thâu”, tiānn-tiānn tńg-khì tsò gī-kang.",他出身孤兒院，還好有一些善心人士照顧他，長大以後他也懂得要「飲水思源」，常常回去當義工。,27068-1-1
27069,21690,1,你毋通隨食飽就閣食冰、食四秀仔，才袂「食甜食鹹，臭跤鼻臁」。,"Lí m̄-thang suî tsia̍h-pá tō koh tsia̍h ping, tsia̍h sì-siù-á, tsiah bē “tsia̍h tinn tsia̍h kiâm, tshàu kha-phīnn-liâm”.",你不要剛吃飽就又吃冰、吃零食，才不會「吃了甜的又吃鹹的，小腿長出瘡來」。,27069-1-1
27070,21691,1,請人客大魚大肉真豐沛，毋過人咧講：「食魚食肉，也著菜佮。」若無，營養無平均，去倒害。,"Tshiánn-lâng-kheh tuā-hî-tuā-bah tsin phong-phài, m̄-koh lâng teh kóng, “Tsia̍h hî tsia̍h bah, iā tio̍h tshài kah.” Nā-bô, îng-ióng bô pîng-kin, khì-tò hāi.",請客大魚大肉很豐盛，不過人家說：「吃魚吃肉，也要兼吃蔬菜。」否則，營養不均衡，反而糟糕。,27070-1-1
27071,21692,1,阿明開店做生理有趁著一點仔錢，就想欲借錢開連鎖店，𪜶某緊共擋講，你毋通「食無三把蕹菜，就欲上西天」。,"A-bîng khui-tiàm tsò-sing-lí ū thàn-tio̍h tsi̍t-tiám-á tsînn, tō siūnn-beh tsioh tsînn khui liân-só-tiàm, in bóo kín kā tòng kóng, lí m̄-thang “tsia̍h bô sann pé ìng-tshài, tō beh tsiūnn se-thian”.",阿明開店做生意是賺到了一點錢，就想要貸款開連鎖店，他太太趕忙阻止他說，你別「吃不到三把空心菜，就妄想可以上西天」。,27071-1-1
27072,21693,1,浴間仔的水道頭咧漏水，阮仙舞都袂好勢，結局阮阿爸攑活扳仔共鎖予絚，一下手就好勢溜溜，有影是「食著藥，青草一葉；食毋著藥，人參一石」。,"I̍k-king-á ê tsuí-tō-thâu teh lāu tsuí, guán sian bú to bē hó-sè, kiat-kio̍k guán a-pah gia̍h ua̍h-pán-á kā só hōo ân, tsi̍t-ē-tshiú tō hó-sè-liu-liu, ū-iánn sī “tsia̍h tio̍h io̍h, tshenn-tsháu tsi̍t hio̍h; tsia̍h m̄-tio̍h io̍h, jîn-sim tsi̍t tsio̍h”.",浴室的水龍頭漏水，我們怎麼修理都沒用。結果我爸爸拿活動板手將它鎖緊，三兩下就搞定，正所謂「做事掌握關鍵，方能達到事半功倍之效」。,27072-1-1
27073,21694,1,人生在世，食上重要，所以咱講：「食飯皇帝大。」,"Jîn-sing tsāi-sè, tsia̍h siōng tiōng-iàu, sóo-í lán kóng, “Tsia̍h-pn̄g hông-tè tuā.”",人活在世上，吃飯最重要，所以我們說：「吃飯的時候跟皇帝一樣大。」,27073-1-1
27073,21694,2,「食飯皇帝大」，當咧食飯莫唸東唸西，若欲教示囡仔，食飯飽才講。,"“Tsia̍h-pn̄g hông-tè tuā”, tng-teh tsia̍h-pn̄g mài liām-tang-liām-sai, nā beh kà-sī gín-á, tsia̍h-pn̄g pá tsiah kóng.",「吃飯的時候跟皇帝一樣大」，正在吃飯時不要唸東唸西，要教訓孩子，吃飽飯再說。,27073-1-2
27074,21695,1,頭家足信任伊，予伊做主管，想袂到伊煞予人買收，共公司欲去投標的標金透露予對手的公司，有影是「食碗內，說碗外」。,"Thâu-ke tsiok sìn-jīm--i, hōo i tsò tsú-kuán, siūnn-bē-kàu i suah hōo lâng bé-siu, kā kong-si beh khì tâu-pio ê pio-kim thàu-lōo hōo tuì-tshiú ê kong-si, ū-iánn sī “tsia̍h uánn-lāi, sueh uánn-guā”.",老闆很信任他，讓他當主管，想不到他卻被人收買，把公司要去投標的標金透露給對手的公司，真的是「不知感恩，吃裡扒外」。,27074-1-1
27075,21696,1,李的足好心閣足客氣，講伊做志工干焦是咧「食飽換枵」爾爾。,"Lí--ê tsiok hó-sim koh tsiok kheh-khì, kóng i tsò tsì-kang kan-na sī teh “tsia̍h-pá uānn iau” niā-niā.",老李很善良又很客氣，說他做志工只是在「消耗熱量」而已。,27075-1-1
27075,22199,1,退休遐久矣，閣叫我落去舞遐大注，我都毋是咧「食飽換枵」閣。,"Thè-hiu hiah kú--ah, koh kiò guá lo̍h-khì bú hiah tuā tù, guá to m̄ sī teh “tsia̍h-pá uānn iau” koh.",退休那麼久了，還叫我搞那麼大的事情，我又不是「吃飽撐著沒事幹」。,27075-2-1
27076,21697,1,人講：「食緊挵破碗。」做代誌毋好按呢兇兇狂狂，著先想予較斟酌咧才來做。,"Lâng kóng, “Tsia̍h-kín lòng-phuà uánn.” Tsò tāi-tsì m̄-hó án-ne hiong-hiong-kông-kông, tio̍h sing siūnn hōo khah tsim-tsiok--leh tsiah lâi tsò.",人家說：「吃得太快容易打破碗。」做事情不要這樣莽莽撞撞的，得先仔細考慮再來做。,27076-1-1
27076,21697,2,做代誌若干焦想欲趕緊成功，煞無欲照步來，是會「食緊挵破碗」喔！,"Tsò tāi-tsì nā kan-na siūnn-beh kuánn-kín sîng-kong, suah bô beh tsiàu-pōo-lâi, sī ē “tsia̍h-kín lòng-phuà uánn”--ooh!",做事情如果一心只想著要快點成功，卻沒有按部就班，小心「欲速則不達」喔！,27076-1-2
27077,21698,1,古早嫁娶的風俗誠心適，新娘暗頓愛佇房間內底食，好命婆捀幾項仔飯菜入來，有雞肉、鰇魚，閣會講好話：「食雞，會起家；食鰇魚，生囡仔好育飼。」予新娘止飢兼祝賀。,"Kóo-tsá kè-tshuā ê hong-sio̍k tsiânn sim-sik, sin-niû àm-tǹg ài tī pâng-king lāi-té tsia̍h, hó-miā-pô phâng kuí-hāng-á pn̄g-tshài ji̍p--lâi, ū ke-bah, jiû-hî, koh ē kóng hó-uē, “Tsia̍h ke, ē khí-ke; tsia̍h jiû-hî, senn gín-á hó io-tshī.” Hōo sin-niû tsí-ki kiam tsiok-hō.",舊時結婚的風俗很有趣，新娘的晚餐要在臥室裡吃，喜娘會端幾樣飯菜進來，有雞肉、魷魚，還會說吉祥話：「吃雞，會建立家庭；吃魷魚，生出來的孩子會很好養育。」給新娘墊墊肚子兼祝福。,27077-1-1
27078,21699,1,你看彼个查埔囡仔目睭金金咧相彼塊紅龜粿，喙瀾強欲津落來矣，閣「枵鬼假細膩」講伊無愛食。,"Lí khuànn hit ê tsa-poo gín-á ba̍k-tsiu  kim-kim teh siòng hit tè âng-ku-kué, tshuì-nuā kiōng-beh tin--lo̍h-lâi--ah, koh “iau-kuí ké sè-jī” kóng i bô ài tsia̍h.",你看那個男孩張大眼睛一直看著那塊紅龜粿，口水都快滴下來了，還「假惺惺」說他不要吃。,27078-1-1
27078,21699,2,阿德，逐家攏嘛知影你熱心閣愛出風頭，老師問講啥人欲做班長，你毋就緊攑手，莫閣「枵鬼假細膩」矣啦！,"A-tik, ta̍k-ke lóng mā tsai-iánn lí jia̍t-sim koh ài tshut-hong-thâu, lāu-su mn̄g kóng siánn-lâng beh tsò pan-tiúnn, lí m̄-tō kín gia̍h-tshiú, mài koh “iau-kuí ké sè-jī”--ah--lah!",阿德，大家都知道你熱心又喜歡出風頭，老師問誰要當班長，你還不趕緊舉手，不要再「惺惺作態」了啦！,27078-1-2
27079,21700,1,現代人囡仔生少，攏嘛顧牢牢、惜命命，有時就會寵倖過頭。人講「倖豬夯灶，倖囝不孝」，現代爸母著愛謹記在心。,"Hiān-tāi-lâng gín-á senn tsió, lóng mā kòo-tiâu-tiâu, sioh-miā-miā, ū-sî tō ē thíng-sīng kuè-thâu. Lâng kóng “sīng ti giâ tsàu, sīng kiánn put-hàu”, hiān-tāi pē-bú tio̍h-ài kín-kì tsāi sim.",現代人孩子生得少，總是百般呵護、萬般疼惜，有時就會溺愛過頭，人家說「寵豬頂灶，寵兒不孝」，現代父母得要謹記在心。,27079-1-1
27079,21700,2,𪜶翁仔某足疼囝，囡仔吵欲挃啥就予伊，這馬𪜶老矣身體無好，囡仔攏講無閒通來看𪜶，有影是「倖豬夯灶，倖囝不孝」。,"In ang-á-bóo tsiok thiànn kiánn, gín-á tshá beh ti̍h siánn tō hōo--i, tsit-má in lāu--ah sin-thé bô hó, gín-á lóng kóng bô-îng thang lâi khuànn--in, ū-iánn sī “sīng ti giâ tsàu, sīng kiánn put-hàu”.",他們夫妻倆很疼小孩，孩子吵著說要什麼就給他，現在他們老了身體不好，孩子都說太忙沒法子來看他們，真是「寵豬頂灶，寵兒不孝」。,27079-1-2
