義項id,詞目漢字,解說,對應義項id,對應詞目漢字,對應解說
17667,繼續,連續而不間斷。,10729,紲,接、續。
17668,蠓,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。,17676,蠓仔,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。
17676,蠓仔,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。,17668,蠓,蚊子。昆蟲名。形體細長，胸部有一對翅膀和三對細長的腳。雄蚊主食花蜜和植物汁液，雌蚊吸人畜的血後產卵。卵產於水面，孵化為水生幼蟲孑孓。
17679,蠓仔香,蚊香。一種燃燒後可以用煙熏驅趕蚊子的線香。,19611,蠓仔薰,蚊香。
17680,觸犯,干犯、冒犯。,4583,沖犯,冒犯、觸犯。
17680,觸犯,干犯、冒犯。,23216,觸,冒犯、觸犯。
17680,觸犯,干犯、冒犯。,23217,觸,遇到凶兆、遭遇厄運及災難。
17688,譬相,尖酸的諷刺、奚落。,4994,供體,以譬喻或含沙射影的方式罵人。
17688,譬相,尖酸的諷刺、奚落。,23161,體剔,責備、責罵。
17689,贏面,上風、勝算、優勢。指處於有利的形勢或環境。,22537,卜面,指望；勝算。
17691,覺悟,覺醒明白。,16321,醒悟,覺醒明白。
17691,覺悟,覺醒明白。,17705,覺醒,覺悟、醒悟。
17695,譬喻,比方、比如。利用兩件事物的相似點，用彼方來說明此方，通常是以易知說明難知，以具體說明抽象。,1466,比喻,譬喻、比方。藉用事物的相同點，說明解釋。
17695,譬喻,比方、比如。利用兩件事物的相似點，用彼方來說明此方，通常是以易知說明難知，以具體說明抽象。,1564,比論,打比方、比如。
17695,譬喻,比方、比如。利用兩件事物的相似點，用彼方來說明此方，通常是以易知說明難知，以具體說明抽象。,21919,譬論,比方、例如。描寫事物或說明道理時，利用兩件事物的相似點，用彼方來說明此方。
17700,警察,依法維持公共秩序，保護社會安寧的治安人員。,14704,管區的,在負責的管區內，執行例行巡邏勤務的警察。
17701,警察局,警察機構，掌理警察、警衛、民防及動員等事項，以維持地方的公共安寧。,7269,派出所,警察分局於轄內重要地區或勤務區中，設置的基層勤務執行機構，管理戶口與基層治安工作。
17703,譬論講,比方說。譬如、舉例來說。,21919,譬論,比方、例如。描寫事物或說明道理時，利用兩件事物的相似點，用彼方來說明此方。
17704,譬論講,假設。,21919,譬論,比方、例如。描寫事物或說明道理時，利用兩件事物的相似點，用彼方來說明此方。
17705,覺醒,覺悟、醒悟。,16321,醒悟,覺醒明白。
17705,覺醒,覺悟、醒悟。,17691,覺悟,覺醒明白。
17713,鰓,魚的呼吸器官，位於頭部兩側，可吸收水中的氧氣。,11274,魚鰓,鰓。魚類的呼吸器官，位於頭部兩側。
17715,饒赦,饒恕、原諒、寬恕。,8151,原諒,寬恕諒解。
17721,鹹,吝嗇，小氣。,22125,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。
17722,麵,由麥子研磨成粉之後再加工而成的長條狀食品。,740,大麵,麵條。
17727,麵包,在麵粉中加入水、酵母等調勻，揉成麵團，等待發酵後烘烤而成的食品。,18716,麭,麵包。借自日語外來語「パン」，來源為葡萄牙語páo。
17738,麵猴,麵疙瘩。,22651,麵粉粿仔,麵疙瘩。一種麵食，將一小塊一小塊的麵團放入滾水中煮熟，再加入配料就可食用。
17745,麵線,麵粉製成的線狀食品。代表長壽、吉祥，常在慶祝生日及去除霉運時食用。,23014,幼麵,麵線的又稱。
17746,麵線糊,把麵線煮熟，加入小肉塊、蛋和蝦米，勾芡成黏糊狀，用湯匙舀著吃。為鹿港著名小吃。,10850,蚵仔麵線,一種地方小吃，將蒸過的土黃色麵線煮成糊狀，加入裹粉略微煮過的青蚵，有時也加入大腸，是十分具有臺灣特色的美味小吃。
17748,鹹篤篤,形容味道很鹹。,18952,死鹹,過鹹。因為調味不當，以至於食物只有死板的鹹味，吃不出食材的鮮美風味。
17751,齣頭,把戲、花樣。,6209,空頭,花樣、名堂。不存善意的念頭或手段。
17753,麵龜,一種用麵粉作成的食品。外皮染紅，且做成像龜的形狀，一般多用來祝壽。,14317,壽龜,一種用麵粉作成的食品。外皮染紅，且做成像龜的形狀，一般多用來祝壽。
17770,灇,沖、淋。,4582,沖水,潑灑大量的水或用水刷洗。
17776,癩𰣻,骯髒。,5271,垃圾,骯髒。汙穢，不乾淨。
17776,癩𰣻,骯髒。,18044,驚人,骯髒不堪的婉轉說法。
17786,攝屎,小氣、吝嗇。,8071,凍霜,形容一個人吝嗇、小氣，過分節省。
17786,攝屎,小氣、吝嗇。,22125,㾀屎,器量狹小，用度過分節儉。吝嗇，不大方。
17789,囂俳,囂張。形容人的行為舉止放肆傲慢。,7861,風神,炫耀、愛現。形容說話誇張，喜歡炫耀。
17789,囂俳,囂張。形容人的行為舉止放肆傲慢。,9150,臭屁,形容人喜歡誇大炫耀，自以為是的樣子。
17789,囂俳,囂張。形容人的行為舉止放肆傲慢。,9187,臭煬,神氣、臭屁。常用於對他人的貶詞。
17789,囂俳,囂張。形容人的行為舉止放肆傲慢。,16809,聳鬚,引申為囂張、逞威風。
17791,爛塗,爛泥巴。,19357,湳塗,爛泥、泥濘的土。
17792,爛塗糜,爛泥漿。淤積混濁的泥漿。,14574,漉糊糜,爛泥。稀爛的軟泥。又稱為「漉糊仔糜」。
17793,灌腸,香腸。將碎豬肉和配料灌入洗淨的豬腸中所製成的一種食品。,13335,煙腸,香腸。用碎肉、香料等填入豬腸製成的食品。
17796,爛糊糊,形容非常稀爛。,23169,爛朽朽,破破爛爛。
17797,攑頭,舉頭、抬頭。,23133,見天,抬頭向天看。
17806,襪,襪子。套在腳上，用以保暖或裝飾的東西。,17807,襪仔,襪子。穿在腳上，用來保護或保暖的東西，通常是用棉、毛、絲織品或合成纖維等所製成。
17807,襪仔,襪子。穿在腳上，用來保護或保暖的東西，通常是用棉、毛、絲織品或合成纖維等所製成。,17806,襪,襪子。套在腳上，用以保暖或裝飾的東西。
17813,蠟條,條形的蠟燭。,17819,蠟燭,用蠟或油脂製成的燭，多用於照明、喜慶或祭祀典禮。
17815,纏跤絆手,礙手礙腳。妨害別人做事，使人感到不便。,13505,經跤經手,指做起事來纏手纏腳的。
17815,纏跤絆手,礙手礙腳。妨害別人做事，使人感到不便。,19554,縛跤縛手,常引申指使用各種方式限制、阻礙人。或是指受到掣肘，施展不開。
17815,纏跤絆手,礙手礙腳。妨害別人做事，使人感到不便。,22877,掠跤掠手,綁手綁腳。引申為使用各種方式束縛或阻礙他人。
17817,纏綴,人與人之間的交際往來。,11189,陪綴,人與人之間的交往酬酢，如婚喪、遷居等時的相互贈禮。
17819,蠟燭,用蠟或油脂製成的燭，多用於照明、喜慶或祭祀典禮。,17813,蠟條,條形的蠟燭。
17820,辯,爭論是非。,15558,諍,爭辯、爭執。
17830,鐵人,千斤頂。,399,千斤秤,千斤頂、起重機。利用螺旋、齒輪或油壓作用，將重物作小幅度抬高的機械裝置。常用於安裝或修理機器、汽車時使用。
17831,護士,在醫療機構中，協助醫師並照醫師的囑咐，看護病人的人員。,7502,看護婦,護士。源自日語「看護婦（かんごふ）」。
17844,鐵枝路,鋪設鐵軌，供火車、電車通行的道路。,1690,火車路,鐵路。鋪設鐵軌，供火車、電車通行的道路。
17846,鐵釘,鐵鑄成的釘子。,17848,鐵釘仔,鐵釘。
17847,鐵馬,腳踏車。一種利用雙腳踩踏板前進的兩輪車。,1344,孔明車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。
17847,鐵馬,腳踏車。一種利用雙腳踩踏板前進的兩輪車。,3872,自轉車,腳踏車。一種利用雙腳踩踏板前進的兩輪車。源自日語「自転車（じてんしゃ）」。
17848,鐵釘仔,鐵釘。,17846,鐵釘,鐵鑄成的釘子。
17850,鐵桶,鐵製的桶子、水桶。,5768,拔桶,水桶。
17850,鐵桶,鐵製的桶子、水桶。,10336,桶,圓柱形的盛物器具。
17850,鐵桶,鐵製的桶子、水桶。,10343,桶仔,桶子。圓柱形的盛物器具，用木頭、鐵皮、塑料等製成。
17852,譴責,責備。,11049,責備,批評指責。
17852,譴責,責備。,15427,罵,向別人說粗話、重話以示侮辱或責備。
17854,辯解,解釋事實或理由。,22601,掰會,提出看法、理由來說服或澄清。
17856,鐵槌,榔頭。鐵製的槌子。,13111,摃槌仔,榔頭、錘子。敲打東西的工具。
17858,鐵齒,倔強嘴硬不信邪。,17859,鐵齒銅牙槽,固執的、頑固的、不信邪的。
17858,鐵齒,倔強嘴硬不信邪。,22902,硬喙,嘴硬、嘴強。說話強硬，不肯認輸或認錯。
17858,鐵齒,倔強嘴硬不信邪。,22903,硬喙,說話堅持己見。
17859,鐵齒銅牙槽,固執的、頑固的、不信邪的。,17858,鐵齒,倔強嘴硬不信邪。
17859,鐵齒銅牙槽,固執的、頑固的、不信邪的。,22903,硬喙,說話堅持己見。
17867,辯護士,律師。受當事人委託或法院指定，協助當事人進行訴訟、辯護或處理有關法律事務的專業人員。源自日語「弁護士（べんごし）」。,6940,律師,受當事人委託或法院指定，依法協助當事人訴訟、出庭辯護，以及處理有關法律事務的專業人員。以前叫「狀師」(tsn̄g-su)。
17881,顧客,到商店購買東西的人。,165,人客,客人、賓客、顧客。
17884,魔神仔,鬼魅、幽靈鬼怪。,1348,歹物,壞東西、凶物。不好或不祥、會帶來災禍的東西。
17884,魔神仔,鬼魅、幽靈鬼怪。,18838,歹物仔,指鬼怪或不祥的人物、東西。
17889,齧,啃、齧咬。,16986,嚙,啃、齧咬。
17899,攢,張羅、準備。,19331,備辦,準備、張羅。
17899,攢,張羅、準備。,22490,攢辦,準備、張羅。
17904,權,權力、權限。,17906,權力,具有控制、指揮、支配他人的職權或力量。
17906,權力,具有控制、指揮、支配他人的職權或力量。,17904,權,權力、權限。
17925,歡頭喜面,歡天喜地。臉上洋溢著非常高興的表情。,9030,笑頭笑面,笑逐顏開、眉開眼笑。形容心中非常高興，連臉上都充滿著歡喜的神情。
17943,籗,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。,17962,籗仔,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。
17949,籠,關鳥獸的器物。,17963,籠仔,籠子。盛東西的器具，多用竹片、荊條等編成。
17957,讀,照著文字唸。,9741,唸,朗誦、讀出或背出文字。
17962,籗仔,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。,17943,籗,捕魚或採茶時背在身上裝魚或茶葉的竹簍子，通常口小腹大。
17963,籠仔,籠子。盛東西的器具，多用竹片、荊條等編成。,17949,籠,關鳥獸的器物。
17967,癮仙哥,指菸癮、酒癮或其他癮頭發作。,15808,鴉片仙,煙鬼、癮君子。稱呼抽鴉片成癮的人。
17970,籠床,蒸籠。用竹篦、木片製成的蒸煮食物的器具。,6101,炊斗,蒸籠。一種用來蒸熟米飯的桶形蒸具，一般用竹片、木片等製成。
17970,籠床,蒸籠。用竹篦、木片製成的蒸煮食物的器具。,6115,炊床,蒸籠。用來炊蒸食物的竹製或木製用具。
17973,聽候,等候，等到某個時候。,12202,等待,等候。
17973,聽候,等候，等到某個時候。,12206,等候,等待、守候。
17991,鰱,魚名。身體側扁而高，鱗細，色灰白者稱為「白鰱」。色較黑者稱為「黑鰱」，因頭較大，亦稱為「大頭鰱」。均以浮游生物為主食，棲息在淡水河川或湖泊中。是臺灣重要的淡水養殖魚類之一。,17998,鰱魚,白鰱、黑鰱。魚類，身體側扁，鱗細，背部青黑色，腹部白色，為臺灣重要的淡水養殖魚。魚頭適合用來做沙鍋魚頭。
17993,鰾,大多數魚類的特殊器官。位於胸部中間，內有空氣，可以自由漲縮以調節魚體的比重，使魚在水中能上升或下沉。,11275,魚鰾,一種能讓硬骨魚綱的魚類自由浮沉，並可輔助聽覺及發音的重要器官，位在脊柱下方，白色、薄皮，呈橢圓形。
17998,鰱魚,白鰱、黑鰱。魚類，身體側扁，鱗細，背部青黑色，腹部白色，為臺灣重要的淡水養殖魚。魚頭適合用來做沙鍋魚頭。,17991,鰱,魚名。身體側扁而高，鱗細，色灰白者稱為「白鰱」。色較黑者稱為「黑鰱」，因頭較大，亦稱為「大頭鰱」。均以浮游生物為主食，棲息在淡水河川或湖泊中。是臺灣重要的淡水養殖魚類之一。
18002,攪,混和、摻雜。,13012,搜,攪拌。
18004,癰,病名。一種範圍較大的惡性膿瘡，為皮膚及皮下組織發炎化膿引起，局部紅腫疼痛。,18006,癰仔,一種惡性膿瘡，多長於頸、背、臀部，表皮多破孔出膿。
18005,籤,細長的竹片。,6541,虎鬚,老虎的鬚毛。常用來比喻為抽籤用的籤條。
18006,癰仔,一種惡性膿瘡，多長於頸、背、臀部，表皮多破孔出膿。,18004,癰,病名。一種範圍較大的惡性膿瘡，為皮膚及皮下組織發炎化膿引起，局部紅腫疼痛。
18007,攪吵,打擾、攪亂、驚動。,18012,攪擾,打擾、擾亂、驚動。
18012,攪擾,打擾、擾亂、驚動。,2501,打擾,擾亂、驚動。
18012,攪擾,打擾、擾亂、驚動。,18007,攪吵,打擾、攪亂、驚動。
18013,攪擾,受人招待或叼擾別人時說的客套話。,2502,打擾,受人招待或叼擾別人時說的客套話。
18014,纓纏,糾纏不清。,21870,交葛,糾纏牽連，牽扯不清。
18016,變,更改。,1052,反,改變、變化。
18020,變,搞、處理。,14766,舞,引申為忙著做某件事。
18033,驚,吃驚、害怕。,16748,膽,畏懼、害怕。
18036,驛,車站。源自日語「駅（えき）」。,8974,站,旅途中供人暫駐、休息或轉換交通工具的地方。
18044,驚人,骯髒不堪的婉轉說法。,5271,垃圾,骯髒。汙穢，不乾淨。
18044,驚人,骯髒不堪的婉轉說法。,5307,垃儳,骯髒。
18044,驚人,骯髒不堪的婉轉說法。,12285,腌臢,骯髒。
18044,驚人,骯髒不堪的婉轉說法。,17776,癩𰣻,骯髒。
18045,體力,人體活動時所能付出的力量。,23062,肌膚,引申為身體的氣色、體力。
18047,變心,改變原來對某人、某事所持有的心意。,14254,僥心,變心。改變原來對某人的感情與心意。
18048,鑢仔,刷子。用以擦淨東西的工具。,11751,棕鑢仔,棕刷。泛指各種棕製刷子，如洗衣刷、洗鍋刷等。
18049,顯目,顯眼、醒目。惹人注意，明顯且容易被看出。,18085,顯頭,顯眼、醒目。形象鮮明，引人注意。
18053,驚死人,嚇死人。驚異、駭人聽聞；不滿、不可理解。,8335,恐怖,可怕。形容因受到威脅或驚嚇而產生的恐懼。
18057,變步,變通的方法。,22065,變撚,方法。
18060,驚見笑,害羞。,11163,閉思,個性內向、害羞，靦腆的樣子。
18060,驚見笑,害羞。,22830,畏羞人,害羞、靦腆。
18062,變空,搞鬼、耍花招、做手腳。,11358,創空,暗算、陰謀、做手腳。
18062,變空,搞鬼、耍花招、做手腳。,18070,變鬼,搞鬼、做手腳、耍花招。
18062,變空,搞鬼、耍花招、做手腳。,18071,變鬼變怪,搞鬼、耍花招、故弄玄虛。
18065,變面,翻臉。因生氣、憤怒而突然改變臉上的表情，表示和對方決裂。,5197,呸面,賴皮。翻臉不認帳。
18065,變面,翻臉。因生氣、憤怒而突然改變臉上的表情，表示和對方決裂。,9350,起呸面,翻臉。
18066,體面,面子、光采。,7797,面子,體面。名譽、聲譽。
18067,體面,身分、體統。,18072,體統,規矩。
18069,體格,身材、體格。,4794,身材,體態、體型。
18070,變鬼,搞鬼、做手腳、耍花招。,11358,創空,暗算、陰謀、做手腳。
18070,變鬼,搞鬼、做手腳、耍花招。,18062,變空,搞鬼、耍花招、做手腳。
18070,變鬼,搞鬼、做手腳、耍花招。,18071,變鬼變怪,搞鬼、耍花招、故弄玄虛。
18071,變鬼變怪,搞鬼、耍花招、故弄玄虛。,18062,變空,搞鬼、耍花招、做手腳。
18071,變鬼變怪,搞鬼、耍花招、故弄玄虛。,18070,變鬼,搞鬼、做手腳、耍花招。
18072,體統,規矩。,18067,體面,身分、體統。
18073,躘被,踢被子。,15641,踢被,踢被子。
18074,變通,為了順應情勢的變遷，在不違反原則下所做的彈性處理。,22066,變撚,懂得變通，找到新方法解決問題。
18075,驚惶,驚慌、驚恐。害怕的樣子。,7311,畏,恐懼、害怕。
18075,驚惶,驚慌、驚恐。害怕的樣子。,12408,著驚,受驚嚇、吃驚。
18076,變款,反常、變樣。,1440,反常,不同於平時或過去的行為習慣、態度。
18076,變款,反常、變樣。,2423,失常,言行舉止和精神狀態不正常，或者是競賽時失去平時的水準。
18083,體諒,設身處地為別人著想，並且能諒解對方。,15649,諒解,因瞭解真相而原諒別人。
18083,體諒,設身處地為別人著想，並且能諒解對方。,19529,諒情,諒解、擔待。
18085,顯頭,顯眼、醒目。形象鮮明，引人注意。,18049,顯目,顯眼、醒目。惹人注意，明顯且容易被看出。
18086,變竅,通權達變、隨機應變。,22066,變撚,懂得變通，找到新方法解決問題。
18088,鱖,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。,18092,鱖魚,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。
18092,鱖魚,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。,18088,鱖,魚類。體側扁，顏色淡黃帶褐色，具不規則的黑色斑紋。肉質鮮嫩，為淡水食用魚。
18097,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,10601,瓶,盛裝液體的高長形容器。
18097,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,11419,壺,泛指瓶口小、瓶身大的容器，通常用來盛裝液體。
18097,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,11421,壺,指瓶口小、瓶身大的容器，通常用來盛裝液體。
18097,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。,18107,罐仔,罐子。罐子類的通稱。
18107,罐仔,罐子。罐子類的通稱。,18097,罐,圓筒形的盛物容器，多用玻璃、鐵皮或陶土製成。
18108,箅仔骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。,16427,骿支骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。
18108,箅仔骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。,16458,骿條骨,肋骨。人或高等動物胸腔兩側弓形的扁骨。前端有軟骨連接兩邊，後端和脊柱相接，形成胸廓，有保護胸腔內臟及控制呼吸的作用。
18114,靈厝,辦喪事時，燒給死者用的紙糊房子。,9085,紙厝,紙糊的模型屋，一種用來陪葬的假物，有家具、奴婢，汽車等，是在死後七七四十九天做尾日時焚燒給死者，供死者在另一個世界使用。
18120,靈聖,靈驗。,3535,有聖,指神明靈驗。
18120,靈聖,靈驗。,13522,聖,指神明很靈驗。
18120,靈聖,靈驗。,18124,靈驗,有奇效、能應驗。
18124,靈驗,有奇效、能應驗。,13522,聖,指神明很靈驗。
18124,靈驗,有奇效、能應驗。,18120,靈聖,靈驗。
18126,鷹,禽鳥類。全身呈褐色，尾形像魚尾，翼大擅於飛翔，嘴形鉤曲，眼睛非常銳利，趾有銳利的爪，嘴腳皆強勁有力。捕食魚類、青蛙、鳥類等。,10925,鴟鴞,老鷹。禽鳥類。全身呈褐色，尾形像魚尾，翼大擅於飛翔，嘴形鉤曲，眼睛非常銳利，趾有銳利的爪，嘴腳皆強勁有力。捕食魚類、青蛙、蛇類、鳥類等。
18136,鬢角,兩鬢下垂的部位。,18140,鬢跤,鬢腳、鬢角。耳朵前長毛髮的部位。
18140,鬢跤,鬢腳、鬢角。耳朵前長毛髮的部位。,18136,鬢角,兩鬢下垂的部位。
18143,齆鼻,鼻塞。,14391,實鼻,鼻塞。因感冒或過敏等原因使得鼻子阻塞，呼吸不順。
18147,鬢繐,鬢角下垂的一小撮頭髮。,22115,毛繐,鬢毛。兩鬢周圍的短毛。
18150,廳,祠堂、正堂。位於入門的正面，供奉神明的地方，是傳統建築中最重要的房間。,18159,廳頭,大廳的正面，放祖先、神主牌的地方。
18158,廳堂,大廳。房屋的正堂大廳。,6866,客廳,用來會客的場所或房舍的一部分。
18159,廳頭,大廳的正面，放祖先、神主牌的地方。,744,大廳,放神明或祖先牌位的廳堂。
18159,廳頭,大廳的正面，放祖先、神主牌的地方。,18150,廳,祠堂、正堂。位於入門的正面，供奉神明的地方，是傳統建築中最重要的房間。
18164,鑱,銅鈸。多為銅製，一副兩片，互擊發出聲音，中央有凹陷，增加聲音的響度。,18166,鑱仔,小型的鐃鈸。
18165,饞,嘴饞的樣子。,7164,枵饞,貪吃、嘴饞。
18166,鑱仔,小型的鐃鈸。,18164,鑱,銅鈸。多為銅製，一副兩片，互擊發出聲音，中央有凹陷，增加聲音的響度。
18173,饞食,形容人貪吃。,7157,枵鬼,嘴饞。以餓鬼、貪吃鬼來形容人貪嘴好吃。
18173,饞食,形容人貪吃。,7164,枵饞,貪吃、嘴饞。
18173,饞食,形容人貪吃。,11025,貪食,貪吃。
18175,躡跤尾,踮起腳尖。,22391,跕跤,腳尖著地，輕輕地走。
18178,驢,哺乳動物。似馬而小，耳頰較馬長，短鬣，毛多為灰褐色，尾部像牛尾。性溫馴，能負物及供坐騎。,18180,驢仔,驢子。
18179,鬮,用紙條做成的籤，憑運氣抽取以決定做法。,6541,虎鬚,老虎的鬚毛。常用來比喻為抽籤用的籤條。
18180,驢仔,驢子。,18178,驢,哺乳動物。似馬而小，耳頰較馬長，短鬣，毛多為灰褐色，尾部像牛尾。性溫馴，能負物及供坐騎。
18185,鱸,魚名。頭大體長，口大鱗細，下顎稍突出，體側及背鰭有黑斑。性凶猛，以魚蝦為食。常棲於近海，夏季由海溯河，冬季由河入海。可供食用。,18190,鱸魚,動物名。是一種常見的海魚。清燉的鱸魚，有助於傷口的癒合，是手術後病人極佳的補品。
18187,鑽耳,在耳垂扎孔。,23042,貫耳,在耳朵上扎孔。
18188,鑽空,穿孔。用電鑽等尖銳工具鑽出一個洞。,15144,戮空,鑽孔、穿洞。
18190,鱸魚,動物名。是一種常見的海魚。清燉的鱸魚，有助於傷口的癒合，是手術後病人極佳的補品。,18185,鱸,魚名。頭大體長，口大鱗細，下顎稍突出，體側及背鰭有黑斑。性凶猛，以魚蝦為食。常棲於近海，夏季由海溯河，冬季由河入海。可供食用。
18195,戇,笨、傻。,8856,病,形容人又笨又傻，不聰明。
18198,戇人,呆子、傻子。痴愚不懂事理的人。,4997,侗戇,笨蛋。愚蠢、呆笨的人。
18198,戇人,呆子、傻子。痴愚不懂事理的人。,18209,戇猴,傻瓜、傻人。
18199,戇大呆,大傻瓜。,4997,侗戇,笨蛋。愚蠢、呆笨的人。
18202,鑿目,礙眼、不順眼。,7550,紅目,眼紅、嫉妒。因他人勝過自己而心生妒恨。
18203,戇呆,愚蠢、愚笨。,13274,歁歁,呆呆笨笨的。
18203,戇呆,愚蠢、愚笨。,18215,戇戇,呆傻、呆滯。發愣的樣子。
18205,戇直,憨厚正直。,22426,白直,形容人不識相又不知變通。
18208,戇神,眼神呆滯。,2414,失神,形容一個人精神恍惚，魂不守舍。
18208,戇神,眼神呆滯。,14903,踅神,神情恍惚的樣子。
18208,戇神,眼神呆滯。,18215,戇戇,呆傻、呆滯。發愣的樣子。
18209,戇猴,傻瓜、傻人。,4264,孝呆,愚蠢、痴呆。
18209,戇猴,傻瓜、傻人。,18198,戇人,呆子、傻子。痴愚不懂事理的人。
18211,戇話,傻話。無意義、無內容的話。,13276,歁話,傻話。
18215,戇戇,呆傻、呆滯。發愣的樣子。,13274,歁歁,呆呆笨笨的。
18215,戇戇,呆傻、呆滯。發愣的樣子。,18203,戇呆,愚蠢、愚笨。
18215,戇戇,呆傻、呆滯。發愣的樣子。,18208,戇神,眼神呆滯。
18221,鬱卒,心中愁悶不暢快。,15833,凝心,抑鬱、鬱結。因為心煩而不開朗。
18226,砛,階、磴。門前的臺階。,18227,砛仔,臺階，專指屋前的臺階。
18227,砛仔,臺階，專指屋前的臺階。,18226,砛,階、磴。門前的臺階。
18239,躼,形容人長得高。,18240,躼跤,長腿，形容人長得很高。
18240,躼跤,長腿，形容人長得很高。,18239,躼,形容人長得高。
18241,躼跤仔,高個子。對高個子的外號稱呼。,21947,躼跤蠓,高個子。稱身材高的人。
18245,㧣,推。,8386,捒,推。
18245,㧣,推。,17003,攄,做類似「推」的動作。
18246,㧣,硬塞、推塞。,8387,捒,推卸、推拖給別人。
18246,㧣,硬塞、推塞。,17004,攄,推卸、推給別人。
18251,㨂,用指甲掐。,19274,㨂甲,用指甲刺探東西軟硬度。
18256,㤉,討厭、嫌惡。,18257,㤉潲,表示討厭的粗俗用語。
18257,㤉潲,表示討厭的粗俗用語。,18256,㤉,討厭、嫌惡。
18257,㤉潲,表示討厭的粗俗用語。,21882,袂爽,不喜歡、厭惡。
18258,䀐,瞄、偷看。迅速地看一下子。,16673,瞭,眼睛快速掃過，瞄一下的意思。
18266,𢯾,緊抱、緊貼。,5514,抱,摟在胸前，用雙手合圍。
18269,𠞭,用刀子割取、刮取薄薄的表層或切成片狀。,4422,批,用刀子將物品削成片狀。
18271,𠞭,切割、割除。,11287,割,用刀子等工具將東西切開或切斷。
18273,𠢕,擅長於做某事。,23081,貫串,擅長、精通。
18282,𢲸,因為不牢固而動搖。,14535,漉,搖晃、震盪。
18286,𢼌,用手掌拍打頭部、臉部。,11540,揈,摑。以掌揮擊打人。
18286,𢼌,用手掌拍打頭部、臉部。,13031,搧,摑、甩、打。
18298,𩵱,馬鱍魚。魚類。喜歡棲息在沙泥底質地形中，在臺灣沿岸、河口、紅樹林等半淡鹹水域中可以看到蹤跡。每年秋末到來年初春是主要的漁期，是高經濟價值魚種。,18299,𩵱仔,馬鱍魚。魚類。喜歡棲息在沙泥底質地形中，在臺灣沿岸、河口、紅樹林等半淡鹹水域中可以看到蹤跡。每年秋末到來年初春是主要的漁期，是高經濟價值魚種。
18299,𩵱仔,馬鱍魚。魚類。喜歡棲息在沙泥底質地形中，在臺灣沿岸、河口、紅樹林等半淡鹹水域中可以看到蹤跡。每年秋末到來年初春是主要的漁期，是高經濟價值魚種。,18298,𩵱,馬鱍魚。魚類。喜歡棲息在沙泥底質地形中，在臺灣沿岸、河口、紅樹林等半淡鹹水域中可以看到蹤跡。每年秋末到來年初春是主要的漁期，是高經濟價值魚種。
18304,𪁎趒,動植物活躍茂盛的樣子。,21998,健欉,指以棵做單位的樹木、花果、蔬菜等植物長得枝繁葉茂。
18305,𪁎雞,公雞、種雞。發春期的公雞。,17244,雞公,公雞。
18305,𪁎雞,公雞、種雞。發春期的公雞。,17323,雞鵤,未成熟的公雞。常見家禽的一種，雄性未成熟的雞。
18309,𩛩,把肥料犁入土中。,18682,漚肥,堆肥；將植物枝葉或動物排泄物等材料混合堆積，使其腐化發酵而成有機肥料。
